区站号,数据类型,时间,入库时间,更正标识,本站气压,海平面气压,气温,水汽压,相对湿度,1分钟平均水平能见度,降水量,小时蒸发量,2分钟平均风向,风速,10分钟平均风向,10分钟平均风速,地面温度,草面（雪面）温度
57061/平陆,小时数据,2024-12-13 19,2024-12-13 19:00:40,000,969.9,1039.6,-1.3,2.0,36,29813,0.0,-,327,2.1,330,2.2,-4.5,-4.1
57061/平陆,小时数据,2024-12-13 18,2024-12-13 18:00:39,000,969.0,1038.5,-0.5,2.1,35,21076,0.0,-,304,2.0,300,2.1,-3.4,-3.4
57061/平陆,小时数据,2024-12-13 17,2024-12-13 17:00:41,000,968.3,1037.5,0.7,1.9,30,30000,0.0,-,305,2.9,301,3.1,0.0,-0.3
57061/平陆,小时数据,2024-12-13 16,2024-12-13 16:00:40,000,968.1,1037.1,1.7,1.7,24,30000,0.0,-,326,4.0,320,4.6,6.3,6.6
57061/平陆,小时数据,2024-12-13 15,2024-12-13 15:00:37,000,967.9,1036.8,1.5,1.5,22,30000,0.0,-,335,5.4,333,6.1,9.2,8.9
57061/平陆,小时数据,2024-12-13 14,2024-12-13 14:00:40,000,968.3,1037.1,1.6,1.6,23,30000,0.0,-,308,4.9,308,6.2,13.1,11.3
57061/平陆,小时数据,2024-12-13 13,2024-12-13 13:00:41,000,969.1,1038.0,1.3,1.6,24,25237,0.0,-,302,5.9,309,5.4,13.6,11.2
57061/平陆,小时数据,2024-12-13 12,2024-12-13 12:00:42,000,969.3,1038.4,0.1,1.5,24,20611,0.0,-,338,7.7,340,8.0,7.8,7.6
57061/平陆,小时数据,2024-12-13 11,2024-12-13 11:00:43,000,970.8,1040.2,-0.5,1.6,27,23001,0.0,-,346,7.9,341,6.1,6.8,7.4
57061/平陆,小时数据,2024-12-13 10,2024-12-13 10:00:42,000,970.7,1040.2,-1.3,1.6,28,28773,0.0,-,348,7.5,337,7.1,2.4,3.1
57061/平陆,小时数据,2024-12-13 09,2024-12-13 09:00:37,000,970.6,1039.9,-1.8,1.8,33,24329,0.0,-,317,3.1,313,3.7,-2.0,-1.4
57061/平陆,小时数据,2024-12-13 08,2024-12-13 08:00:40,000,969.8,1039.1,-2.1,2.3,44,26574,0.0,-,284,2.6,282,2.9,-4.0,-2.9
57061/平陆,小时数据,2024-12-13 07,2024-12-13 07:00:41,000,968.8,1038.0,-1.8,2.4,44,26909,0.0,-,317,4.1,316,4.3,-4.1,-3.1
57061/平陆,小时数据,2024-12-13 06,2024-12-13 06:00:41,000,967.5,1036.5,-1.4,2.2,39,30000,0.0,-,332,4.2,334,4.8,-4.0,-2.9
57061/平陆,小时数据,2024-12-13 05,2024-12-13 05:00:43,000,967.1,1035.9,-0.8,2.6,45,22298,0.0,-,326,6.4,325,5.7,-3.6,-2.4
57061/平陆,小时数据,2024-12-13 04,2024-12-13 04:00:42,000,966.8,1035.5,-0.3,2.6,43,26849,0.0,-,342,6.8,342,6.3,-3.0,-1.8
57061/平陆,小时数据,2024-12-13 03,2024-12-13 03:00:40,000,966.2,1034.7,0.3,2.7,43,21346,0.0,-,342,7.5,338,6.9,-2.5,-1.2
57061/平陆,小时数据,2024-12-13 02,2024-12-13 02:00:39,000,966.1,1034.4,1.0,3.1,47,18444,0.0,-,334,6.4,334,6.1,-1.6,-0.3
57061/平陆,小时数据,2024-12-13 01,2024-12-13 01:00:38,000,966.2,1034.6,1.3,3.5,52,13989,0.0,-,344,7.2,342,6.7,-1.6,0.0
57061/平陆,小时数据,2024-12-13 00,2024-12-13 00:00:41,000,965.3,1033.6,1.3,4.0,59,10122,0.0,-,330,5.4,327,5.2,-2.4,-1.0
57061/平陆,小时数据,2024-12-12 23,2024-12-12 23:00:41,000,965.6,1034.3,-0.1,5.0,83,3567,0.0,-,PPC,0.2,104,0.4,-4.9,-5.1
57061/平陆,小时数据,2024-12-12 22,2024-12-12 22:00:37,000,965.4,1034.1,0.2,5.0,81,3600,0.0,-,57,0.8,62,1.2,-3.6,-3.1
57061/平陆,小时数据,2024-12-12 21,2024-12-12 21:00:44,000,965.4,1034.1,1.7,5.0,73,4642,0.0,-,318,2.4,318,2.6,-2.0,-1.0
57061/平陆,小时数据,2024-12-12 20,2024-12-12 20:00:37,000,964.9,1033.6,1.9,4.8,68,5594,0.0,-,306,2.2,308,3.0,-1.3,-0.2
57061/平陆,小时数据,2024-12-12 19,2024-12-12 19:00:39,000,964.2,1032.9,2.1,5.0,70,4853,0.0,-,298,2.5,300,3.0,-0.2,0.4
57061/平陆,小时数据,2024-12-12 18,2024-12-12 18:00:40,000,963.5,1032.1,2.2,5.0,70,5097,0.0,-,304,4.8,297,3.9,0.3,0.8
57061/平陆,小时数据,2024-12-12 17,2024-12-12 17:00:39,000,962.8,1031.0,3.2,4.8,63,8113,0.0,-,279,2.8,291,3.2,3.4,3.0
57061/平陆,小时数据,2024-12-12 16,2024-12-12 16:00:39,000,962.2,1030.4,3.4,5.0,64,10367,0.0,-,276,1.3,308,1.8,4.7,3.6
57061/平陆,小时数据,2024-12-12 15,2024-12-12 15:00:40,000,961.8,1029.8,3.9,4.8,59,8913,0.0,-,315,4.5,321,4.7,6.3,4.9
57061/平陆,小时数据,2024-12-12 14,2024-12-12 14:00:42,000,961.8,1029.8,4.3,4.8,58,5049,0.0,-,321,3.8,321,3.6,8.3,6.4
57061/平陆,小时数据,2024-12-12 13,2024-12-12 13:00:40,000,962.3,1030.4,3.6,4.7,60,4648,0.0,-,239,2.7,244,2.9,8.7,6.1
57061/平陆,小时数据,2024-12-12 12,2024-12-12 12:00:40,000,962.6,1030.7,3.8,5.0,62,4064,0.0,-,258,1.9,255,1.7,10.6,9.1
57061/平陆,小时数据,2024-12-12 11,2024-12-12 11:00:39,000,963.4,1031.6,2.5,4.8,66,3898,0.0,-,66,0.5,12,0.4,7.4,7.3
57061/平陆,小时数据,2024-12-12 10,2024-12-12 10:00:41,000,963.1,1031.4,1.6,4.8,70,3964,0.0,-,131,0.9,63,0.8,4.6,4.0
57061/平陆,小时数据,2024-12-12 09,2024-12-12 09:00:41,000,963.0,1031.4,0.6,4.6,72,3800,0.0,-,251,1.2,279,1.3,1.0,1.0
57061/平陆,小时数据,2024-12-12 08,2024-12-12 08:00:37,000,962.1,1030.5,-0.1,4.5,74,4305,0.0,-,348,1.1,3,1.6,-1.1,-1.2
57061/平陆,小时数据,2024-12-12 07,2024-12-12 07:00:39,000,962.3,1030.7,-0.5,4.4,75,4427,0.0,-,35,1.0,43,1.4,-2.0,-2.4
57061/平陆,小时数据,2024-12-12 06,2024-12-12 06:00:39,000,962.1,1030.3,-0.5,4.4,75,4274,0.0,-,345,1.1,360,1.2,-2.1,-2.6
57061/平陆,小时数据,2024-12-12 05,2024-12-12 05:00:38,000,962.3,1030.1,1.0,4.3,66,4896,0.0,-,78,0.3,75,0.9,-1.9,-1.3
57061/平陆,小时数据,2024-12-12 04,2024-12-12 04:00:39,000,962.2,1029.9,1.0,4.2,64,5887,0.0,-,131,1.5,111,1.9,-2.3,-0.7
57061/平陆,小时数据,2024-12-12 03,2024-12-12 03:00:42,000,962.8,1030.5,1.5,4.2,61,6286,0.0,-,160,2.9,136,3.1,-1.8,0.3
57061/平陆,小时数据,2024-12-12 02,2024-12-12 02:00:40,000,961.9,1029.5,1.5,4.3,63,5851,0.0,-,145,4.5,140,4.6,-1.4,0.5
57061/平陆,小时数据,2024-12-12 01,2024-12-12 01:00:37,000,962.0,1029.7,1.6,4.9,72,4116,0.0,-,138,3.5,137,3.4,-1.2,0.7
57061/平陆,小时数据,2024-12-12 00,2024-12-12 00:00:41,000,963.1,1031.0,1.5,5.0,74,3572,0.0,-,136,2.8,135,2.6,-1.9,-0.1
57061/平陆,小时数据,2024-12-11 23,2024-12-11 23:00:40,000,963.4,1031.4,2.0,4.9,70,4195,0.0,-,135,2.6,138,2.8,-1.2,0.7
57061/平陆,小时数据,2024-12-11 22,2024-12-11 22:00:54,000,963.8,1031.9,2.1,5.1,72,3891,0.0,-,114,2.4,118,2.2,-0.5,0.9
57061/平陆,小时数据,2024-12-11 21,2024-12-11 21:00:37,000,964.2,1032.5,2.3,5.2,72,4204,0.0,-,155,1.8,159,1.5,-0.4,0.5
57061/平陆,小时数据,2024-12-11 20,2024-12-11 20:00:39,000,962.4,1030.7,2.6,5.2,71,4342,0.0,-,122,1.3,131,2.0,0.3,1.4
57061/平陆,小时数据,2024-12-11 19,2024-12-11 19:00:39,000,961.3,1029.4,3.4,5.2,67,4866,0.0,-,133,4.1,127,3.9,1.2,2.5
57061/平陆,小时数据,2024-12-11 18,2024-12-11 18:00:41,000,960.5,1028.4,4.3,5.0,60,6033,0.0,-,117,2.4,131,3.3,2.3,3.3
57061/平陆,小时数据,2024-12-11 17,2024-12-11 17:00:41,000,959.9,1027.5,6.1,4.2,45,9633,0.0,-,169,1.6,161,1.4,5.1,4.6
57061/平陆,小时数据,2024-12-11 16,2024-12-11 16:00:42,000,959.8,1027.3,7.0,4.3,43,9243,0.0,-,181,1.2,192,1.6,11.5,10.8
57061/平陆,小时数据,2024-12-11 15,2024-12-11 15:00:39,000,960.4,1028.0,7.1,4.7,47,6668,0.0,-,237,1.0,235,1.5,15.2,13.9
57061/平陆,小时数据,2024-12-11 14,2024-12-11 14:00:41,000,960.9,1028.6,7.0,4.9,49,6945,0.0,-,250,1.9,263,1.8,17.4,15.1
57061/平陆,小时数据,2024-12-11 13,2024-12-11 13:00:41,000,961.4,1029.2,6.0,4.8,51,6489,0.0,-,258,2.2,253,2.1,18.0,15.4
57061/平陆,小时数据,2024-12-11 12,2024-12-11 12:00:41,000,962.6,1030.6,5.5,5.3,59,5212,0.0,-,215,2.2,206,1.6,16.8,14.7
57061/平陆,小时数据,2024-12-11 11,2024-12-11 11:00:40,000,963.3,1031.4,4.2,5.3,64,4724,0.0,-,245,2.3,234,2.2,13.2,11.1
57061/平陆,小时数据,2024-12-11 10,2024-12-11 10:00:39,000,963.6,1031.8,3.7,5.4,68,5652,0.0,-,224,2.2,244,1.7,9.0,9.1
57061/平陆,小时数据,2024-12-11 09,2024-12-11 09:00:37,000,963.8,1032.2,1.9,5.4,77,6593,0.0,-,311,1.6,296,1.0,4.2,6.3
57061/平陆,小时数据,2024-12-11 08,2024-12-11 08:00:41,000,963.8,1032.3,0.5,5.3,83,4373,0.0,-,241,1.7,239,1.6,0.1,0.1
57061/平陆,小时数据,2024-12-11 07,2024-12-11 07:00:38,000,963.5,1031.9,1.0,5.3,80,4996,0.0,-,305,1.4,301,1.2,0.3,0.0
57061/平陆,小时数据,2024-12-11 06,2024-12-11 06:00:40,000,963.3,1031.6,1.0,5.3,81,4889,0.0,-,304,1.0,296,1.3,0.3,0.1
57061/平陆,小时数据,2024-12-11 05,2024-12-11 05:00:39,000,963.4,1031.5,1.1,5.4,81,5156,0.0,-,295,0.8,294,0.9,0.4,0.1
57061/平陆,小时数据,2024-12-11 04,2024-12-11 04:00:39,000,963.9,1032.1,1.0,5.4,82,4917,0.0,-,316,1.5,313,1.7,0.4,0.3
57061/平陆,小时数据,2024-12-11 03,2024-12-11 03:00:43,000,963.7,1031.9,0.7,5.1,80,5812,0.0,-,289,1.3,292,1.1,0.1,0.0
57061/平陆,小时数据,2024-12-11 02,2024-12-11 02:00:41,000,963.7,1032.0,0.3,5.1,81,4863,0.0,-,333,1.5,327,1.5,-0.6,-1.0
57061/平陆,小时数据,2024-12-11 01,2024-12-11 01:00:43,000,963.7,1032.0,0.9,5.3,81,6000,0.0,-,PPC,0.2,PPC,0.0,0.1,-0.5
57061/平陆,小时数据,2024-12-11 00,2024-12-11 00:00:45,000,963.3,1031.6,0.5,5.1,81,4986,0.0,-,53,1.0,47,1.0,-1.0,-1.4
57061/平陆,小时数据,2024-12-10 23,2024-12-10 23:00:41,000,963.6,1031.8,1.0,5.4,82,4829,0.0,-,274,0.9,292,0.9,-0.5,-0.5
57061/平陆,小时数据,2024-12-10 22,2024-12-10 22:00:41,000,963.0,1031.3,0.8,5.1,79,6117,0.0,-,165,0.4,153,0.3,-2.8,-3.7
57061/平陆,小时数据,2024-12-10 21,2024-12-10 21:00:42,000,962.7,1031.0,1.6,5.3,77,6411,0.0,-,58,1.1,17,1.6,-0.2,-0.1
57061/平陆,小时数据,2024-12-10 20,2024-12-10 20:00:38,000,962.4,1030.7,2.1,5.5,77,6804,0.0,-,347,2.8,341,2.4,0.8,0.6
57061/平陆,小时数据,2024-12-10 19,2024-12-10 19:00:39,000,961.7,1029.9,2.6,5.5,75,7254,0.0,-,342,1.9,341,2.3,2.1,1.7
57061/平陆,小时数据,2024-12-10 18,2024-12-10 18:00:37,000,960.7,1028.8,3.1,5.3,69,12190,0.0,-,345,2.1,347,2.2,2.8,2.0
57061/平陆,小时数据,2024-12-10 17,2024-12-10 17:00:41,000,959.8,1027.7,4.2,4.5,54,14673,0.0,-,359,1.1,23,1.3,5.0,3.8
57061/平陆,小时数据,2024-12-10 16,2024-12-10 16:00:40,000,959.2,1027.0,4.3,4.5,54,11860,0.0,-,337,1.9,321,1.9,7.4,5.6
57061/平陆,小时数据,2024-12-10 15,2024-12-10 15:00:43,000,958.6,1026.4,4.3,4.6,55,13311,0.0,-,316,2.1,260,1.1,10.6,8.0
57061/平陆,小时数据,2024-12-10 14,2024-12-10 14:00:40,000,958.9,1026.6,4.0,4.5,55,14734,0.0,-,267,1.3,228,1.0,12.7,9.5
57061/平陆,小时数据,2024-12-10 13,2024-12-10 13:00:43,000,959.5,1027.4,3.2,4.5,59,12943,0.0,-,242,1.4,258,1.1,10.6,8.4
57061/平陆,小时数据,2024-12-10 12,2024-12-10 12:00:40,000,960.5,1028.5,3.1,4.3,57,12090,0.0,-,153,4.2,155,3.5,7.0,4.7
57061/平陆,小时数据,2024-12-10 11,2024-12-10 11:00:37,000,960.9,1028.8,3.5,4.0,51,10012,0.0,-,136,4.5,130,4.5,6.9,5.0
57061/平陆,小时数据,2024-12-10 10,2024-12-10 10:00:51,000,960.2,1028.1,3.1,4.4,58,8131,0.0,-,144,1.4,137,1.1,5.0,4.6
57061/平陆,小时数据,2024-12-10 09,2024-12-10 09:00:42,000,959.9,1027.8,1.8,4.2,60,8667,0.0,-,97,1.1,83,1.1,2.3,2.4
57061/平陆,小时数据,2024-12-10 08,2024-12-10 08:00:40,000,959.2,1027.0,1.0,4.2,64,6925,0.0,-,114,0.5,97,0.4,0.3,0.1
57061/平陆,小时数据,2024-12-10 07,2024-12-10 07:00:43,000,958.6,1026.4,1.0,4.1,63,6777,0.0,-,355,0.3,352,0.6,-0.2,-0.6
57061/平陆,小时数据,2024-12-10 06,2024-12-10 06:00:39,000,958.2,1025.9,1.0,4.1,63,7521,0.0,-,4,1.6,12,1.4,-0.1,-0.3
57061/平陆,小时数据,2024-12-10 05,2024-12-10 05:00:38,000,958.4,1025.9,0.9,4.0,62,8299,0.0,-,357,1.5,28,1.1,-0.2,0.0
57061/平陆,小时数据,2024-12-10 04,2024-12-10 04:00:42,000,958.5,1025.9,1.3,4.0,60,8286,0.0,-,360,0.5,333,0.7,-0.7,-0.2
57061/平陆,小时数据,2024-12-10 03,2024-12-10 03:00:42,000,958.3,1025.7,1.2,4.0,60,7726,0.0,-,106,1.4,103,1.9,-2.5,-0.6
57061/平陆,小时数据,2024-12-10 02,2024-12-10 02:00:41,000,958.2,1025.5,1.8,4.0,57,8571,0.0,-,128,3.2,121,3.7,-1.5,0.8
57061/平陆,小时数据,2024-12-10 01,2024-12-10 01:00:38,000,958.3,1025.7,1.6,3.8,56,9725,0.0,-,137,1.7,130,1.8,-2.3,-0.3
57061/平陆,小时数据,2024-12-10 00,2024-12-10 00:00:44,000,958.5,1026.0,1.9,3.9,55,9658,0.0,-,102,2.9,106,2.7,-2.1,0.3
57061/平陆,小时数据,2024-12-09 23,2024-12-09 23:00:38,000,958.4,1026.0,2.5,3.9,53,9282,0.0,-,108,1.9,112,2.2,-1.8,0.5
57061/平陆,小时数据,2024-12-09 22,2024-12-09 22:00:41,000,958.6,1026.4,2.6,3.8,52,10260,0.0,-,105,2.7,106,2.7,-1.4,0.8
57061/平陆,小时数据,2024-12-09 21,2024-12-09 21:00:38,000,958.2,1026.0,3.6,3.9,49,11378,0.0,-,97,2.3,96,2.3,-0.7,1.5
57061/平陆,小时数据,2024-12-09 20,2024-12-09 20:00:44,000,957.9,1025.6,4.2,3.8,46,12379,0.0,-,97,1.9,94,1.8,-0.5,1.3
57061/平陆,小时数据,2024-12-09 19,2024-12-09 19:00:38,000,957.2,1024.9,4.1,3.5,43,15106,0.0,-,62,0.4,34,0.6,-0.1,0.4
57061/平陆,小时数据,2024-12-09 18,2024-12-09 18:00:40,000,956.2,1023.7,4.9,2.9,34,13031,0.0,-,27,2.1,22,1.8,1.8,0.7
57061/平陆,小时数据,2024-12-09 17,2024-12-09 17:00:42,000,955.8,1023.1,6.6,3.4,35,15294,0.0,-,PPC,0.0,PPC,0.0,5.5,4.0
57061/平陆,小时数据,2024-12-09 16,2024-12-09 16:00:43,000,955.8,1023.0,7.2,3.3,33,16211,0.0,-,173,0.5,181,0.7,10.3,9.4
57061/平陆,小时数据,2024-12-09 15,2024-12-09 15:00:37,000,955.8,1023.0,7.1,3.3,33,16762,0.0,-,192,2.0,192,2.2,15.2,13.5
57061/平陆,小时数据,2024-12-09 14,2024-12-09 14:00:40,000,956.3,1023.5,7.0,3.3,33,15608,0.0,-,230,2.6,207,2.5,17.2,14.7
57061/平陆,小时数据,2024-12-09 13,2024-12-09 13:00:37,000,957.6,1024.9,6.9,3.4,34,18501,0.0,-,294,1.2,232,1.0,20.0,18.9
57061/平陆,小时数据,2024-12-09 12,2024-12-09 12:00:42,000,958.9,1026.3,5.5,3.2,35,17691,0.0,-,241,1.6,241,1.5,17.9,15.2
57061/平陆,小时数据,2024-12-09 11,2024-12-09 11:00:40,000,960.3,1028.0,4.2,2.9,35,15540,0.0,-,188,1.3,226,1.6,14.2,12.5
57061/平陆,小时数据,2024-12-09 10,2024-12-09 10:00:39,000,960.6,1028.5,2.9,3.0,40,15817,0.0,-,189,0.8,222,1.1,7.9,7.8
57061/平陆,小时数据,2024-12-09 09,2024-12-09 09:00:41,000,960.3,1028.2,1.4,3.6,53,13375,0.0,-,241,0.7,233,0.8,2.6,2.7
57061/平陆,小时数据,2024-12-09 08,2024-12-09 08:00:42,000,960.0,1028.2,1.1,3.4,51,14713,0.0,-,243,1.0,253,0.8,0.2,0.0
57061/平陆,小时数据,2024-12-09 07,2024-12-09 07:00:44,000,960.2,1028.4,0.8,3.4,53,15163,0.0,-,354,1.6,346,1.4,0.0,-0.4
57061/平陆,小时数据,2024-12-09 06,2024-12-09 06:00:39,000,959.8,1027.8,1.1,3.3,50,12176,0.0,-,286,1.1,279,1.1,0.1,0.0
57061/平陆,小时数据,2024-12-09 05,2024-12-09 05:00:38,000,959.6,1027.4,1.2,3.3,50,18459,0.0,-,280,0.9,281,1.0,0.1,0.0
57061/平陆,小时数据,2024-12-09 04,2024-12-09 04:00:40,000,960.3,1028.0,1.4,3.4,51,17844,0.0,-,278,1.1,283,1.0,0.2,0.0
57061/平陆,小时数据,2024-12-09 03,2024-12-09 03:00:38,000,960.7,1028.4,1.6,3.5,51,18146,0.0,-,289,1.1,278,0.9,0.4,0.1
57061/平陆,小时数据,2024-12-09 02,2024-12-09 02:00:41,000,960.9,1028.7,1.8,3.6,52,16070,0.0,-,214,0.4,PPC,0.2,0.5,0.1
57061/平陆,小时数据,2024-12-09 01,2024-12-09 01:00:37,000,961.3,1029.0,2.0,3.0,42,17517,0.0,-,309,0.8,293,1.1,0.7,0.5
57061/平陆,小时数据,2024-12-09 00,2024-12-09 00:00:46,000,961.6,1029.3,2.9,2.7,36,26166,0.0,-,31,0.9,35,1.0,0.8,0.8
57061/平陆,小时数据,2024-12-08 23,2024-12-08 23:00:37,000,961.8,1029.8,2.6,2.7,37,21673,0.0,-,21,1.2,26,1.7,0.9,1.0
57061/平陆,小时数据,2024-12-08 22,2024-12-08 22:00:40,000,962.1,1030.4,2.8,2.9,39,21527,0.0,-,26,1.1,11,1.5,1.0,1.2
57061/平陆,小时数据,2024-12-08 21,2024-12-08 21:00:37,000,962.0,1030.4,3.8,3.2,40,19407,0.0,-,130,2.3,122,2.5,1.2,2.9
57061/平陆,小时数据,2024-12-08 20,2024-12-08 20:00:40,000,961.9,1030.7,1.9,2.8,40,15760,0.0,-,32,1.5,23,1.2,-0.5,-1.0
57061/平陆,小时数据,2024-12-08 19,2024-12-08 19:00:43,000,961.5,1030.4,2.3,2.7,38,16782,0.0,-,23,1.9,8,2.4,0.5,0.3
57061/平陆,小时数据,2024-12-08 18,2024-12-08 18:00:41,000,961.2,1029.9,3.2,2.6,34,13417,0.0,-,359,2.5,355,2.4,1.7,1.1
57061/平陆,小时数据,2024-12-08 17,2024-12-08 17:00:40,000,961.1,1029.6,4.9,2.5,29,23133,0.0,-,349,2.3,354,2.2,4.7,4.1
57061/平陆,小时数据,2024-12-08 16,2024-12-08 16:00:38,000,961.2,1029.4,5.7,2.0,22,30000,0.0,-,348,3.0,349,2.9,7.4,6.8
57061/平陆,小时数据,2024-12-08 15,2024-12-08 15:00:39,000,961.7,1029.9,5.3,2.5,28,24377,0.0,-,360,3.1,359,3.4,10.2,10.6
57061/平陆,小时数据,2024-12-08 14,2024-12-08 14:00:42,000,962.6,1030.9,5.1,2.5,28,30000,0.0,-,341,3.6,337,3.1,14.0,13.9
57061/平陆,小时数据,2024-12-08 13,2024-12-08 13:00:42,000,963.7,1032.1,5.2,2.4,27,30000,0.0,-,348,2.7,350,2.6,16.4,16.7
57061/平陆,小时数据,2024-12-08 12,2024-12-08 12:00:41,000,965.5,1034.0,4.5,2.8,33,30000,0.0,-,230,1.8,204,1.7,16.2,13.5
57061/平陆,小时数据,2024-12-08 11,2024-12-08 11:00:39,000,966.4,1035.0,3.2,2.7,35,30000,0.0,-,296,0.7,338,1.1,12.5,14.1
57061/平陆,小时数据,2024-12-08 10,2024-12-08 10:00:42,000,967.3,1036.4,0.3,3.0,48,22445,0.0,-,163,1.0,147,0.7,4.8,6.2
57061/平陆,小时数据,2024-12-08 09,2024-12-08 09:00:39,000,966.8,1036.1,-1.3,3.2,57,21424,0.0,-,137,0.4,159,0.7,0.7,2.2
57061/平陆,小时数据,2024-12-08 08,2024-12-08 08:00:42,000,966.5,1035.9,-3.0,3.0,61,9941,0.0,-,188,1.0,243,0.7,-5.1,-5.0
57061/平陆,小时数据,2024-12-08 07,2024-12-08 07:00:41,000,966.6,1036.0,-4.2,2.9,65,22513,0.0,-,31,1.3,34,1.5,-6.9,-8.2
57061/平陆,小时数据,2024-12-08 06,2024-12-08 06:00:42,000,966.6,1035.7,-3.7,2.9,62,24716,0.0,-,42,0.4,112,0.6,-6.6,-7.4
57061/平陆,小时数据,2024-12-08 05,2024-12-08 05:00:38,000,967.4,1036.3,-3.4,2.7,56,30000,0.0,-,29,1.9,24,1.5,-6.6,-7.6
57061/平陆,小时数据,2024-12-08 04,2024-12-08 04:00:38,000,967.5,1036.1,-1.9,2.2,41,30000,0.0,-,32,1.7,41,1.8,-5.7,-5.2
57061/平陆,小时数据,2024-12-08 03,2024-12-08 03:00:39,000,968.2,1036.8,-1.5,2.2,40,30000,0.0,-,27,3.2,20,3.4,-5.0,-4.3
57061/平陆,小时数据,2024-12-08 02,2024-12-08 02:00:45,000,967.9,1036.5,-1.5,2.3,42,30000,0.0,-,22,2.9,22,3.0,-5.0,-4.4
57061/平陆,小时数据,2024-12-08 01,2024-12-08 01:00:39,000,968.0,1036.7,-1.5,2.4,43,30000,0.0,-,47,1.3,47,1.6,-5.5,-5.7
57061/平陆,小时数据,2024-12-08 00,2024-12-08 00:00:46,000,968.7,1037.5,-1.1,2.4,43,30000,0.0,-,80,1.5,39,1.1,-5.3,-4.9
57061/平陆,小时数据,2024-12-07 23,2024-12-07 23:00:39,000,968.8,1037.6,0.0,2.1,35,30000,0.0,-,13,3.6,12,4.1,-3.8,-2.9
57061/平陆,小时数据,2024-12-07 22,2024-12-07 22:00:41,000,968.7,1037.5,-0.1,2.2,37,30000,0.0,-,347,3.1,351,3.3,-4.1,-3.3
57061/平陆,小时数据,2024-12-07 21,2024-12-07 21:00:37,000,968.2,1037.2,-0.5,2.4,41,30000,0.0,-,327,2.4,334,1.9,-4.0,-3.6
57061/平陆,小时数据,2024-12-07 20,2024-12-07 20:00:39,000,967.8,1036.7,0.5,2.5,40,30000,0.0,-,332,2.3,328,2.1,-3.3,-2.9
57061/平陆,小时数据,2024-12-07 19,2024-12-07 19:00:39,000,967.2,1036.0,1.5,2.3,34,20994,0.0,-,337,1.6,342,1.6,-2.9,-3.6
57061/平陆,小时数据,2024-12-07 18,2024-12-07 18:00:37,000,966.4,1034.8,3.0,2.4,32,30000,0.0,-,336,2.7,330,2.5,-0.5,-0.3
57061/平陆,小时数据,2024-12-07 17,2024-12-07 17:00:42,000,965.8,1033.9,4.8,2.3,27,30000,0.0,-,330,3.1,329,2.9,3.1,3.2
57061/平陆,小时数据,2024-12-07 16,2024-12-07 16:00:38,000,965.5,1033.8,5.8,2.5,27,30000,0.0,-,341,4.3,340,4.2,9.6,9.7
57061/平陆,小时数据,2024-12-07 15,2024-12-07 15:00:40,000,965.2,1033.4,6.0,2.7,29,30000,0.0,-,339,3.6,325,3.7,13.3,13.4
57061/平陆,小时数据,2024-12-07 14,2024-12-07 14:00:41,000,965.9,1034.1,5.6,2.9,32,30000,0.0,-,334,5.4,337,4.7,16.2,15.8
57061/平陆,小时数据,2024-12-07 13,2024-12-07 13:00:37,000,966.5,1034.6,4.9,2.9,34,30000,0.0,-,346,3.7,342,4.9,15.9,16.5
57061/平陆,小时数据,2024-12-07 12,2024-12-07 12:00:40,000,966.8,1035.1,4.2,2.7,33,30000,0.0,-,358,6.8,350,6.0,13.3,13.7
57061/平陆,小时数据,2024-12-07 11,2024-12-07 11:00:39,000,967.4,1035.7,3.4,2.9,37,30000,0.0,-,339,5.5,341,5.9,8.1,8.1
57061/平陆,小时数据,2024-12-07 10,2024-12-07 10:00:41,000,967.3,1035.6,3.1,3.1,40,30000,0.0,-,347,4.7,352,5.0,5.7,7.5
57061/平陆,小时数据,2024-12-07 09,2024-12-07 09:00:42,000,966.4,1034.7,1.9,3.4,48,22415,0.0,-,351,5.3,350,5.4,1.4,3.1
57061/平陆,小时数据,2024-12-07 08,2024-12-07 08:00:40,000,965.5,1033.8,1.0,3.2,48,29539,0.0,-,353,5.4,353,5.1,-2.1,-0.7
57061/平陆,小时数据,2024-12-07 07,2024-12-07 07:00:38,000,964.9,1033.2,1.0,3.0,46,10431,0.0,-,323,3.3,326,3.0,-2.7,-1.1
57061/平陆,小时数据,2024-12-07 06,2024-12-07 06:00:43,000,964.0,1032.0,2.2,2.9,40,30000,0.0,-,15,5.0,7,5.4,-2.1,-0.3
57061/平陆,小时数据,2024-12-07 05,2024-12-07 05:00:41,000,964.0,1031.8,2.3,3.3,46,21503,0.0,-,333,4.5,334,4.2,-2.5,-0.4
57061/平陆,小时数据,2024-12-07 04,2024-12-07 04:00:42,000,963.7,1031.7,-0.9,3.6,63,20230,0.0,-,342,1.2,26,1.2,-5.2,-6.2
57061/平陆,小时数据,2024-12-07 03,2024-12-07 03:00:39,000,963.8,1031.7,-0.5,3.7,63,17781,0.0,-,39,0.8,62,0.6,-5.0,-6.0
57061/平陆,小时数据,2024-12-07 02,2024-12-07 02:00:38,000,963.5,1031.2,0.3,3.7,59,18555,0.0,-,118,1.6,22,1.4,-4.0,-3.1
57061/平陆,小时数据,2024-12-07 01,2024-12-07 01:00:38,000,963.0,1030.5,2.4,3.6,50,20934,0.0,-,293,2.7,291,2.6,-3.3,-1.1
