区站号,数据类型,时间,入库时间,更正标识,本站气压,海平面气压,气温,水汽压,相对湿度,1分钟平均水平能见度,降水量,小时蒸发量,2分钟平均风向,风速,10分钟平均风向,10分钟平均风速,地面温度,草面（雪面）温度
53478/右玉,小时数据,2024-12-21 13,2024-12-21 13:00:43,000,876.4,1044.8,-10.1,1.1,37,30000,0.0,-,317,1.7,335,1.6,-8.3,5.3
53478/右玉,小时数据,2024-12-21 12,2024-12-21 12:00:40,000,877.0,1045.5,-12.0,1.0,43,30000,0.0,-,307,1.9,308,1.4,-9.6,0.9
53478/右玉,小时数据,2024-12-21 11,2024-12-21 11:00:43,000,877.8,1047.0,-14.3,1.2,61,26492,0.0,-,294,1.9,249,1.5,-11.0,-1.6
53478/右玉,小时数据,2024-12-21 10,2024-12-21 10:00:44,000,878.0,1048.3,-17.4,1.0,67,14023,0.0,-,232,1.6,228,1.4,-12.6,-5.6
53478/右玉,小时数据,2024-12-21 09,2024-12-21 09:00:40,000,877.7,1048.9,-20.3,1.0,78,5627,0.0,-,PPC,0.0,PPC,0.0,-13.6,-21.7
53478/右玉,小时数据,2024-12-21 08,2024-12-21 08:02:00,CCA,876.9,1049.4,-23.7,0.7,77,4706,0.0,-,115,1.2,67,0.9,-13.6,-27.6
53478/右玉,小时数据,2024-12-21 07,2024-12-21 07:00:41,000,876.1,1047.8,-23.8,0.7,78,22663,0.0,-,35,1.1,58,1.4,-13.5,-27.7
53478/右玉,小时数据,2024-12-21 06,2024-12-21 06:00:41,000,875.4,1046.5,-23.8,0.7,76,30000,0.0,-,89,1.2,337,0.3,-13.3,-29.1
53478/右玉,小时数据,2024-12-21 05,2024-12-21 05:00:45,000,875.0,1045.4,-23.4,0.7,77,30000,0.0,-,22,0.7,40,0.7,-12.9,-29.0
53478/右玉,小时数据,2024-12-21 04,2024-12-21 04:00:38,000,874.9,1043.9,-20.3,0.9,77,23313,0.0,-,245,1.7,246,1.5,-12.6,-27.7
53478/右玉,小时数据,2024-12-21 03,2024-12-21 03:00:41,000,874.8,1044.3,-21.7,0.8,76,30000,0.0,-,52,0.6,PPC,0.0,-12.2,-27.5
53478/右玉,小时数据,2024-12-21 02,2024-12-21 02:00:38,000,874.8,1044.1,-21.4,0.8,76,30000,0.0,-,313,0.3,321,0.7,-11.8,-27.5
53478/右玉,小时数据,2024-12-21 01,2024-12-21 01:00:46,000,874.3,1042.8,-19.1,1.0,72,30000,0.0,-,287,0.9,290,0.9,-11.4,-26.5
53478/右玉,小时数据,2024-12-21 00,2024-12-21 00:00:56,000,874.0,1041.7,-17.0,1.1,65,30000,0.0,-,317,0.9,325,1.2,-10.9,-24.3
53478/右玉,小时数据,2024-12-20 23,2024-12-20 23:00:44,000,873.6,1041.3,-16.4,1.1,64,30000,0.0,-,321,2.3,329,2.4,-10.6,-20.3
53478/右玉,小时数据,2024-12-20 22,2024-12-20 22:00:45,000,873.0,1040.6,-16.1,1.1,63,30000,0.0,-,291,1.2,307,1.8,-10.2,-20.0
53478/右玉,小时数据,2024-12-20 21,2024-12-20 21:00:51,000,872.3,1040.1,-15.8,1.2,66,30000,0.0,-,309,3.2,312,2.6,-10.3,-19.1
53478/右玉,小时数据,2024-12-20 20,2024-12-20 20:00:46,000,872.1,1041.7,-16.6,1.2,72,30000,0.0,-,255,0.6,202,0.4,-9.8,-24.9
53478/右玉,小时数据,2024-12-20 19,2024-12-20 19:00:40,000,871.7,1041.2,-14.6,1.3,64,4922,0.0,-,238,1.0,254,1.2,-9.0,-21.6
53478/右玉,小时数据,2024-12-20 18,2024-12-20 18:00:45,000,870.6,1039.5,-13.4,1.3,60,30000,0.0,-,325,3.6,331,3.4,-8.4,-16.4
53478/右玉,小时数据,2024-12-20 17,2024-12-20 17:00:43,000,870.0,1038.3,-12.1,1.5,60,30000,0.0,-,321,4.2,327,4.1,-7.5,-14.1
53478/右玉,小时数据,2024-12-20 16,2024-12-20 16:00:41,000,869.3,1036.7,-11.2,1.5,57,28507,0.0,-,314,4.4,310,4.8,-6.9,-9.4
53478/右玉,小时数据,2024-12-20 15,2024-12-20 15:00:43,000,868.9,1036.2,-11.4,1.4,53,30000,0.0,-,320,4.4,318,4.4,-6.7,-10.1
53478/右玉,小时数据,2024-12-20 14,2024-12-20 14:00:44,000,868.3,1035.1,-11.1,1.4,55,28802,0.0,-,301,5.6,297,5.8,-6.5,-4.9
53478/右玉,小时数据,2024-12-20 13,2024-12-20 13:00:41,000,868.0,1034.5,-11.5,1.6,63,8196,0.0,-,281,5.9,288,5.4,-6.9,-6.5
53478/右玉,小时数据,2024-12-20 12,2024-12-20 12:00:41,000,868.3,1034.3,-11.3,1.7,66,13390,0.0,-,311,5.3,305,4.9,-7.4,-3.7
53478/右玉,小时数据,2024-12-20 11,2024-12-20 11:00:37,000,868.4,1033.7,-12.2,1.8,77,2739,0.0,-,308,3.1,316,3.4,-8.3,-4.5
53478/右玉,小时数据,2024-12-20 10,2024-12-20 10:00:43,000,868.3,1032.9,-12.7,1.8,80,2591,0.0,-,318,2.2,314,2.7,-9.6,-7.6
53478/右玉,小时数据,2024-12-20 09,2024-12-20 09:00:43,000,867.7,1032.3,-13.8,1.7,81,3067,0.0,-,338,2.2,338,3.0,-10.5,-13.0
53478/右玉,小时数据,2024-12-20 08,2024-12-20 08:01:27,CCA,867.3,1033.1,-18.1,1.3,87,1388,0.0,-,258,1.2,240,1.0,-11.4,-17.3
53478/右玉,小时数据,2024-12-20 07,2024-12-20 07:00:38,000,866.6,1032.8,-20.2,1.0,81,5884,0.0,-,88,1.0,86,1.1,-11.7,-26.1
53478/右玉,小时数据,2024-12-20 06,2024-12-20 06:00:44,000,866.1,1032.0,-20.3,1.0,80,6292,0.0,-,89,0.7,88,0.6,-11.4,-25.2
53478/右玉,小时数据,2024-12-20 05,2024-12-20 05:00:41,000,865.9,1031.1,-20.2,1.0,79,5979,0.0,-,84,0.7,96,0.7,-11.1,-25.1
53478/右玉,小时数据,2024-12-20 04,2024-12-20 04:00:44,000,866.1,1030.7,-19.0,1.1,81,5960,0.0,-,87,0.9,70,0.5,-10.8,-24.4
53478/右玉,小时数据,2024-12-20 03,2024-12-20 03:00:44,000,866.2,1030.5,-18.7,1.1,81,5407,0.0,-,PPC,0.0,16,0.3,-10.5,-24.3
53478/右玉,小时数据,2024-12-20 02,2024-12-20 02:00:43,000,866.1,1029.9,-17.8,1.3,84,5725,0.0,-,58,0.9,56,1.0,-10.1,-23.9
53478/右玉,小时数据,2024-12-20 01,2024-12-20 01:00:46,000,866.2,1029.9,-16.8,1.3,82,6798,0.0,-,344,0.5,PPC,0.2,-9.6,-23.8
53478/右玉,小时数据,2024-12-20 00,2024-12-20 00:00:47,000,866.5,1030.4,-15.2,1.6,85,6135,0.0,-,323,0.8,322,0.6,-9.1,-23.1
53478/右玉,小时数据,2024-12-19 23,2024-12-19 23:00:42,000,866.7,1030.3,-12.4,1.9,81,4862,0.0,-,PPC,0.0,307,0.6,-8.4,-22.2
53478/右玉,小时数据,2024-12-19 22,2024-12-19 22:00:45,000,866.9,1030.5,-9.9,2.4,82,6566,0.0,-,275,3.0,275,2.8,-7.6,-13.8
53478/右玉,小时数据,2024-12-19 21,2024-12-19 21:00:47,000,867.0,1031.0,-9.2,2.6,85,3944,0.0,-,276,2.3,283,2.0,-7.1,-13.7
53478/右玉,小时数据,2024-12-19 20,2024-12-19 20:00:44,000,867.0,1031.1,-8.5,2.7,84,5099,0.0,-,291,1.3,279,1.4,-6.7,-11.4
53478/右玉,小时数据,2024-12-19 19,2024-12-19 19:00:38,000,866.7,1030.5,-7.9,2.8,83,4200,0.0,-,299,2.8,300,2.7,-6.5,-8.7
53478/右玉,小时数据,2024-12-19 18,2024-12-19 18:00:42,000,866.1,1030.2,-7.3,2.7,77,6612,0.0,-,306,4.0,304,3.2,-6.2,-8.5
53478/右玉,小时数据,2024-12-19 17,2024-12-19 17:00:37,000,865.7,1029.8,-5.5,2.8,69,8564,0.0,-,288,3.3,278,3.3,-5.9,-5.9
53478/右玉,小时数据,2024-12-19 16,2024-12-19 16:00:43,000,865.4,1029.3,-4.8,2.7,63,10491,0.0,-,250,4.5,249,4.2,-5.4,-3.8
53478/右玉,小时数据,2024-12-19 15,2024-12-19 15:00:39,000,865.5,1029.1,-4.2,2.8,62,23185,0.0,-,262,6.1,269,5.8,-5.3,-2.8
53478/右玉,小时数据,2024-12-19 14,2024-12-19 14:00:43,000,865.8,1028.9,-3.6,2.4,51,25663,0.0,-,250,4.2,257,4.4,-5.7,-1.7
53478/右玉,小时数据,2024-12-19 13,2024-12-19 13:00:45,000,866.5,1030.2,-4.1,2.0,44,19619,0.0,-,358,1.3,338,0.9,-5.8,2.6
53478/右玉,小时数据,2024-12-19 12,2024-12-19 12:00:41,000,867.9,1032.5,-6.2,1.9,50,10584,0.0,-,120,1.5,118,1.4,-6.9,0.2
53478/右玉,小时数据,2024-12-19 11,2024-12-19 11:00:44,000,869.5,1034.8,-8.2,1.6,48,5408,0.0,-,270,1.0,249,1.0,-8.3,-4.0
53478/右玉,小时数据,2024-12-19 10,2024-12-19 10:00:38,000,870.2,1035.9,-10.5,1.8,64,5072,0.0,-,117,0.4,PPC,0.2,-9.2,-7.5
53478/右玉,小时数据,2024-12-19 09,2024-12-19 09:00:42,000,870.5,1036.3,-12.3,1.6,68,4025,0.0,-,295,0.5,265,0.8,-10.1,-10.6
53478/右玉,小时数据,2024-12-19 08,2024-12-19 08:01:35,CCA,870.5,1036.7,-13.2,1.5,69,7090,0.0,-,57,1.0,92,1.3,-10.6,-14.6
53478/右玉,小时数据,2024-12-19 07,2024-12-19 07:00:38,000,870.8,1036.8,-13.3,1.5,69,9923,0.0,-,99,1.0,186,0.9,-10.9,-15.2
53478/右玉,小时数据,2024-12-19 06,2024-12-19 06:00:42,000,870.9,1036.8,-14.9,1.4,75,16396,0.0,-,3,0.8,19,1.3,-11.2,-16.3
53478/右玉,小时数据,2024-12-19 05,2024-12-19 05:00:38,000,872.2,1038.1,-17.0,1.3,78,19465,0.0,-,62,0.8,81,0.9,-11.4,-19.3
53478/右玉,小时数据,2024-12-19 04,2024-12-19 04:00:42,000,873.0,1038.6,-17.2,1.2,78,20652,0.0,-,98,0.5,PPC,0.2,-11.4,-20.6
53478/右玉,小时数据,2024-12-19 03,2024-12-19 03:00:42,000,873.9,1039.4,-16.8,1.3,76,20546,0.0,-,77,1.4,86,1.3,-11.2,-19.4
53478/右玉,小时数据,2024-12-19 02,2024-12-19 02:00:40,000,874.0,1039.3,-15.8,1.3,74,12707,0.0,-,68,1.1,53,1.0,-11.2,-19.5
53478/右玉,小时数据,2024-12-19 01,2024-12-19 01:00:45,000,874.5,1040.5,-16.9,1.2,75,15722,0.0,-,204,0.3,PPC,0.0,-11.2,-21.0
53478/右玉,小时数据,2024-12-19 00,2024-12-19 00:00:56,000,875.1,1041.8,-16.6,1.2,74,14926,0.0,-,210,0.9,242,0.4,-11.0,-21.6
53478/右玉,小时数据,2024-12-18 23,2024-12-18 23:00:44,000,875.6,1042.8,-15.7,1.3,72,26125,0.0,-,94,1.1,57,1.0,-10.7,-20.7
53478/右玉,小时数据,2024-12-18 22,2024-12-18 22:00:43,000,875.8,1043.7,-14.1,1.3,65,20262,0.0,-,66,0.8,73,0.9,-10.1,-19.5
53478/右玉,小时数据,2024-12-18 21,2024-12-18 21:00:37,000,876.0,1044.8,-12.6,1.3,57,20350,0.0,-,53,1.5,62,1.3,-9.7,-17.5
53478/右玉,小时数据,2024-12-18 20,2024-12-18 20:00:47,000,876.4,1047.2,-12.9,1.4,60,16633,0.0,-,131,1.3,146,1.2,-9.6,-17.8
53478/右玉,小时数据,2024-12-18 19,2024-12-18 19:00:42,000,876.1,1046.4,-12.0,1.3,55,30000,0.0,-,73,1.5,81,1.7,-9.2,-19.0
53478/右玉,小时数据,2024-12-18 18,2024-12-18 18:00:44,000,876.0,1045.4,-10.0,1.3,47,11200,0.0,-,77,1.9,81,1.6,-8.5,-16.7
53478/右玉,小时数据,2024-12-18 17,2024-12-18 17:00:41,000,876.1,1044.0,-7.2,1.4,39,30000,0.0,-,84,1.6,85,1.9,-7.5,-10.4
53478/右玉,小时数据,2024-12-18 16,2024-12-18 16:00:43,000,876.2,1043.4,-5.8,1.3,34,30000,0.0,-,85,2.8,92,2.3,-6.6,-5.7
53478/右玉,小时数据,2024-12-18 15,2024-12-18 15:00:38,000,876.4,1043.3,-5.4,1.2,30,30000,0.0,-,128,1.6,108,2.2,-6.2,2.7
53478/右玉,小时数据,2024-12-18 14,2024-12-18 14:00:43,000,876.8,1043.9,-5.5,1.5,36,30000,0.0,-,232,1.1,225,1.0,-6.4,7.3
53478/右玉,小时数据,2024-12-18 13,2024-12-18 13:00:43,000,877.6,1044.6,-6.3,1.6,42,30000,0.0,-,171,1.0,277,1.2,-7.1,7.3
53478/右玉,小时数据,2024-12-18 12,2024-12-18 12:00:41,000,878.6,1046.1,-8.2,1.5,45,30000,0.0,-,125,1.2,92,1.0,-8.7,2.9
53478/右玉,小时数据,2024-12-18 11,2024-12-18 11:00:42,000,878.5,1046.6,-10.4,1.5,53,20420,0.0,-,89,0.9,116,0.9,-10.4,0.7
53478/右玉,小时数据,2024-12-18 10,2024-12-18 10:00:40,000,879.1,1047.9,-13.8,1.5,69,20447,0.0,-,201,0.9,240,0.7,-12.2,-2.8
53478/右玉,小时数据,2024-12-18 09,2024-12-18 09:00:42,000,879.0,1048.6,-17.9,1.2,80,5762,0.0,-,PPC,0.0,PPC,0.2,-13.7,-18.8
53478/右玉,小时数据,2024-12-18 08,2024-12-18 08:01:53,CCA,878.7,1049.6,-22.8,0.8,78,10986,0.0,-,83,1.3,114,0.6,-13.9,-26.8
53478/右玉,小时数据,2024-12-18 07,2024-12-18 07:00:44,000,878.4,1047.7,-22.6,0.8,76,18706,0.0,-,74,1.5,84,1.5,-13.6,-26.4
53478/右玉,小时数据,2024-12-18 06,2024-12-18 06:00:43,000,878.1,1046.6,-22.0,0.8,79,20424,0.0,-,97,2.1,91,2.0,-13.3,-25.3
53478/右玉,小时数据,2024-12-18 05,2024-12-18 05:00:44,000,878.2,1045.6,-20.6,0.9,78,13263,0.0,-,56,1.0,49,0.9,-13.0,-26.5
53478/右玉,小时数据,2024-12-18 04,2024-12-18 04:00:43,000,878.1,1045.1,-20.0,1.0,78,25853,0.0,-,232,0.8,264,0.9,-12.7,-26.0
53478/右玉,小时数据,2024-12-18 03,2024-12-18 03:00:41,000,878.6,1045.4,-19.4,1.1,82,29245,0.0,-,117,0.9,54,0.4,-12.4,-25.5
53478/右玉,小时数据,2024-12-18 02,2024-12-18 02:00:41,000,878.0,1044.6,-19.5,1.1,81,30000,0.0,-,152,0.3,119,0.6,-12.0,-25.3
53478/右玉,小时数据,2024-12-18 01,2024-12-18 01:00:45,000,877.8,1043.9,-18.2,1.2,83,25791,0.0,-,85,0.8,89,0.5,-11.5,-24.6
53478/右玉,小时数据,2024-12-18 00,2024-12-18 00:00:57,000,877.5,1043.4,-17.0,1.3,82,21829,0.0,-,91,1.5,99,1.4,-11.0,-23.5
53478/右玉,小时数据,2024-12-17 23,2024-12-17 23:00:41,000,877.0,1044.0,-16.8,1.3,81,23851,0.0,-,324,0.7,346,0.8,-10.7,-22.8
53478/右玉,小时数据,2024-12-17 22,2024-12-17 22:00:46,000,876.6,1044.6,-15.0,1.6,82,10664,0.0,-,117,1.3,71,0.8,-10.1,-21.1
53478/右玉,小时数据,2024-12-17 21,2024-12-17 21:00:42,000,875.8,1044.2,-13.3,1.6,74,30000,0.0,-,11,0.3,39,0.5,-9.5,-21.0
53478/右玉,小时数据,2024-12-17 20,2024-12-17 20:00:37,000,875.7,1045.2,-12.0,1.8,73,10035,0.0,-,86,1.5,34,0.9,-8.9,-19.6
53478/右玉,小时数据,2024-12-17 19,2024-12-17 19:00:38,000,875.0,1042.9,-8.0,1.9,57,30000,0.0,-,331,1.9,335,1.9,-7.9,-15.9
53478/右玉,小时数据,2024-12-17 18,2024-12-17 18:00:38,000,874.7,1042.0,-6.4,1.9,49,27741,0.0,-,330,2.2,328,2.0,-7.3,-13.0
53478/右玉,小时数据,2024-12-17 17,2024-12-17 17:00:43,000,874.2,1040.6,-4.6,2.0,46,30000,0.0,-,338,2.1,340,1.9,-6.2,-7.6
53478/右玉,小时数据,2024-12-17 16,2024-12-17 16:00:40,000,873.9,1040.0,-4.0,2.0,45,30000,0.0,-,278,3.4,300,3.0,-5.5,-2.3
53478/右玉,小时数据,2024-12-17 15,2024-12-17 15:00:43,000,873.8,1039.5,-3.8,1.9,41,30000,0.0,-,22,2.6,17,2.5,-5.4,-1.0
53478/右玉,小时数据,2024-12-17 14,2024-12-17 14:00:43,000,873.6,1039.1,-3.5,1.9,40,30000,0.0,-,26,3.4,24,2.9,-5.0,2.3
53478/右玉,小时数据,2024-12-17 13,2024-12-17 13:00:46,000,873.5,1038.7,-3.4,1.9,40,30000,0.0,-,330,3.9,340,2.8,-6.0,9.7
53478/右玉,小时数据,2024-12-17 12,2024-12-17 12:00:38,000,873.8,1039.0,-4.3,1.8,41,30000,0.0,-,320,2.9,321,2.5,-7.6,7.6
53478/右玉,小时数据,2024-12-17 11,2024-12-17 11:00:40,000,874.2,1040.5,-7.9,1.6,47,8723,0.0,-,212,1.1,221,0.8,-9.4,4.4
53478/右玉,小时数据,2024-12-17 10,2024-12-17 10:00:44,000,874.5,1042.0,-12.8,1.4,61,13393,0.0,-,224,0.5,223,0.7,-11.3,-1.1
53478/右玉,小时数据,2024-12-17 09,2024-12-17 09:00:39,000,874.2,1042.4,-16.0,1.3,76,4384,0.0,-,155,0.6,PPC,0.2,-12.6,-16.2
53478/右玉,小时数据,2024-12-17 08,2024-12-17 08:01:44,CCA,873.4,1042.6,-20.6,1.0,80,7794,0.0,-,93,0.7,88,0.9,-12.8,-23.9
53478/右玉,小时数据,2024-12-17 07,2024-12-17 07:00:41,000,872.9,1041.1,-20.5,1.0,80,13588,0.0,-,PPC,0.2,45,0.6,-12.6,-24.8
53478/右玉,小时数据,2024-12-17 06,2024-12-17 06:00:43,000,872.2,1039.4,-20.4,1.0,79,11879,0.0,-,91,0.6,PPC,0.2,-12.4,-24.3
53478/右玉,小时数据,2024-12-17 05,2024-12-17 05:00:44,000,871.8,1037.6,-20.0,1.0,80,12910,0.0,-,95,0.9,32,0.6,-12.2,-24.0
53478/右玉,小时数据,2024-12-17 04,2024-12-17 04:00:47,000,871.5,1036.6,-19.8,1.0,79,15270,0.0,-,350,0.6,350,0.4,-12.0,-24.1
53478/右玉,小时数据,2024-12-17 03,2024-12-17 03:00:47,000,871.4,1036.0,-19.0,1.1,79,16855,0.0,-,88,0.8,97,0.7,-11.7,-23.5
53478/右玉,小时数据,2024-12-17 02,2024-12-17 02:00:39,000,870.9,1035.3,-18.6,1.1,80,15950,0.0,-,243,1.4,233,1.0,-11.4,-23.1
53478/右玉,小时数据,2024-12-17 01,2024-12-17 01:00:44,000,870.7,1035.4,-18.1,1.2,78,15339,0.0,-,93,0.9,91,0.4,-11.1,-22.4
53478/右玉,小时数据,2024-12-17 00,2024-12-17 00:00:56,000,870.6,1035.4,-16.8,1.3,76,22356,0.0,-,81,0.7,80,0.8,-10.7,-22.1
53478/右玉,小时数据,2024-12-16 23,2024-12-16 23:00:40,000,870.6,1035.9,-16.3,1.3,76,13562,0.0,-,PPC,0.0,277,0.3,-10.3,-21.5
53478/右玉,小时数据,2024-12-16 22,2024-12-16 22:00:46,000,870.0,1036.4,-14.8,1.3,69,13480,0.0,-,289,0.6,PPC,0.2,-9.8,-20.4
53478/右玉,小时数据,2024-12-16 21,2024-12-16 21:00:46,000,869.4,1036.4,-13.7,1.4,65,16392,0.0,-,315,0.7,350,0.8,-9.5,-19.0
53478/右玉,小时数据,2024-12-16 20,2024-12-16 20:00:43,000,869.0,1037.3,-12.4,1.4,59,10084,0.0,-,68,1.1,66,1.0,-9.2,-19.2
53478/右玉,小时数据,2024-12-16 19,2024-12-16 19:00:43,000,868.5,1035.9,-10.0,1.5,51,4402,0.0,-,253,1.5,254,1.4,-8.6,-19.0
53478/右玉,小时数据,2024-12-16 18,2024-12-16 18:00:38,000,868.2,1034.4,-7.5,1.4,40,8076,0.0,-,226,0.7,205,0.5,-7.9,-17.5
53478/右玉,小时数据,2024-12-16 17,2024-12-16 17:00:43,000,867.9,1032.7,-4.0,1.4,30,30000,0.0,-,322,1.2,320,1.4,-6.8,-11.8
53478/右玉,小时数据,2024-12-16 16,2024-12-16 16:00:44,000,867.6,1031.6,-2.4,1.3,25,30000,0.0,-,317,2.9,305,2.4,-5.6,-2.8
53478/右玉,小时数据,2024-12-16 15,2024-12-16 15:00:42,000,867.3,1031.0,-1.9,1.3,25,30000,0.0,-,304,2.9,304,2.7,-5.0,5.3
53478/右玉,小时数据,2024-12-16 14,2024-12-16 14:00:38,000,867.2,1030.9,-2.0,1.5,28,30000,0.0,-,320,1.6,320,2.6,-5.2,10.1
53478/右玉,小时数据,2024-12-16 13,2024-12-16 13:00:43,000,867.8,1031.9,-3.3,1.4,30,30000,0.0,-,321,2.5,303,2.8,-6.0,9.2
53478/右玉,小时数据,2024-12-16 12,2024-12-16 12:00:45,000,868.4,1033.0,-5.0,1.4,33,30000,0.0,-,288,3.2,289,2.8,-7.5,5.8
53478/右玉,小时数据,2024-12-16 11,2024-12-16 11:00:39,000,868.8,1033.7,-7.1,1.5,42,16506,0.0,-,139,1.2,179,1.0,-9.2,4.9
53478/右玉,小时数据,2024-12-16 10,2024-12-16 10:00:43,000,869.0,1035.7,-12.1,1.4,59,8993,0.0,-,196,1.1,223,1.3,-11.0,-1.9
53478/右玉,小时数据,2024-12-16 09,2024-12-16 09:00:42,000,868.6,1035.8,-15.3,1.4,77,3753,0.0,-,228,1.0,225,0.8,-12.3,-16.1
53478/右玉,小时数据,2024-12-16 08,2024-12-16 08:01:56,CCA,868.1,1036.5,-20.4,1.0,79,4965,0.0,-,93,1.1,100,1.1,-12.4,-24.0
53478/右玉,小时数据,2024-12-16 07,2024-12-16 07:00:44,000,867.7,1034.6,-20.5,0.9,79,15192,0.0,-,PPC,0.0,PPC,0.2,-12.3,-24.8
53478/右玉,小时数据,2024-12-16 06,2024-12-16 06:00:42,000,867.7,1033.8,-19.9,1.0,77,13542,0.0,-,128,0.5,107,0.8,-12.1,-24.5
53478/右玉,小时数据,2024-12-16 05,2024-12-16 05:00:42,000,867.8,1033.1,-19.4,1.0,79,16569,0.0,-,49,1.0,68,0.9,-11.8,-24.0
53478/右玉,小时数据,2024-12-16 04,2024-12-16 04:00:45,000,868.0,1032.7,-18.8,1.1,78,18689,0.0,-,29,1.1,58,1.2,-11.5,-22.4
53478/右玉,小时数据,2024-12-16 03,2024-12-16 03:00:37,000,868.6,1033.2,-18.6,1.1,78,22855,0.0,-,304,0.5,336,0.3,-11.4,-21.4
53478/右玉,小时数据,2024-12-16 02,2024-12-16 02:00:37,000,868.7,1033.4,-18.6,1.1,77,19286,0.0,-,85,1.1,91,1.1,-11.4,-23.4
53478/右玉,小时数据,2024-12-16 01,2024-12-16 01:00:45,000,868.7,1033.6,-18.0,1.1,77,16841,0.0,-,16,0.8,14,0.8,-11.1,-23.4
53478/右玉,小时数据,2024-12-16 00,2024-12-16 00:00:55,000,869.4,1034.7,-17.5,1.2,76,18186,0.0,-,290,0.7,273,0.6,-10.8,-22.9
53478/右玉,小时数据,2024-12-15 23,2024-12-15 23:00:40,000,869.9,1035.2,-16.0,1.3,72,10580,0.0,-,PPC,0.0,PPC,0.0,-10.5,-22.5
53478/右玉,小时数据,2024-12-15 22,2024-12-15 22:00:42,000,869.9,1036.3,-16.3,1.3,75,9396,0.0,-,285,0.6,275,0.8,-10.1,-22.0
53478/右玉,小时数据,2024-12-15 21,2024-12-15 21:00:45,000,870.2,1037.9,-14.6,1.3,66,17814,0.0,-,205,0.5,176,0.3,-9.7,-21.7
53478/右玉,小时数据,2024-12-15 20,2024-12-15 20:00:42,000,870.3,1038.8,-13.1,1.4,62,10318,0.0,-,85,0.3,51,0.6,-9.2,-20.3
53478/右玉,小时数据,2024-12-15 19,2024-12-15 19:00:43,000,870.3,1036.9,-9.0,1.4,45,6718,0.0,-,269,0.9,271,1.2,-8.6,-19.9
53478/右玉,小时数据,2024-12-15 18,2024-12-15 18:00:40,000,870.2,1034.7,-7.5,1.4,40,7646,0.0,-,292,1.5,298,1.5,-7.7,-18.3
53478/右玉,小时数据,2024-12-15 17,2024-12-15 17:00:43,000,870.3,1034.2,-5.5,1.4,34,25219,0.0,-,297,1.8,303,1.8,-6.6,-12.0
53478/右玉,小时数据,2024-12-15 16,2024-12-15 16:00:38,000,870.2,1033.4,-4.2,1.3,29,27236,0.0,-,302,5.0,306,4.7,-5.6,-3.5
53478/右玉,小时数据,2024-12-15 15,2024-12-15 15:00:45,000,870.3,1033.4,-3.7,1.2,26,30000,0.0,-,283,4.3,283,4.9,-5.2,1.8
53478/右玉,小时数据,2024-12-15 14,2024-12-15 14:00:38,000,870.3,1035.1,-4.0,1.4,30,30000,0.0,-,294,4.2,303,3.5,-5.4,6.5
53478/右玉,小时数据,2024-12-15 13,2024-12-15 13:00:38,000,870.8,1035.6,-5.1,1.4,34,30000,0.0,-,328,2.6,321,2.5,-6.1,7.8
53478/右玉,小时数据,2024-12-15 12,2024-12-15 12:00:42,000,871.4,1037.0,-6.5,1.4,38,28738,0.0,-,328,2.3,314,2.9,-7.4,4.7
53478/右玉,小时数据,2024-12-15 11,2024-12-15 11:00:42,000,872.4,1038.5,-7.7,1.3,39,30000,0.0,-,297,3.2,286,3.5,-9.0,3.4
53478/右玉,小时数据,2024-12-15 10,2024-12-15 10:00:43,000,872.6,1039.6,-10.6,1.3,49,16971,0.0,-,231,1.9,243,1.9,-10.8,0.6
53478/右玉,小时数据,2024-12-15 09,2024-12-15 09:00:41,000,872.6,1041.2,-15.9,1.2,68,6142,0.0,-,59,0.6,82,0.9,-12.1,-16.9
53478/右玉,小时数据,2024-12-15 08,2024-12-15 08:04:13,CCA,872.4,1040.1,-19.5,1.0,77,9943,0.0,-,PPC,0.0,32,0.3,-12.1,-25.1
53478/右玉,小时数据,2024-12-15 07,2024-12-15 07:00:41,000,872.0,1039.2,-18.4,1.0,72,15232,0.0,-,54,1.2,69,1.4,-11.9,-25.4
53478/右玉,小时数据,2024-12-15 06,2024-12-15 06:00:43,000,871.5,1036.7,-13.8,1.2,55,18982,0.0,-,279,0.8,276,1.4,-11.6,-23.8
53478/右玉,小时数据,2024-12-15 05,2024-12-15 05:00:46,000,871.6,1036.3,-13.9,1.2,57,26298,0.0,-,272,2.6,275,2.4,-11.4,-21.7
53478/右玉,小时数据,2024-12-15 04,2024-12-15 04:00:43,000,871.7,1035.7,-13.0,1.2,53,1916,0.0,-,263,1.8,266,1.6,-11.3,-23.8
53478/右玉,小时数据,2024-12-15 03,2024-12-15 03:00:40,000,872.1,1036.3,-13.1,1.2,54,30000,0.0,-,259,2.3,257,2.3,-11.2,-21.1
53478/右玉,小时数据,2024-12-15 02,2024-12-15 02:00:44,000,872.2,1038.2,-18.0,1.1,74,16274,0.0,-,249,1.8,262,1.1,-11.1,-24.4
53478/右玉,小时数据,2024-12-15 01,2024-12-15 01:00:45,000,872.6,1038.3,-16.6,1.2,69,22506,0.0,-,15,0.9,21,0.8,-10.8,-23.3
53478/右玉,小时数据,2024-12-15 00,2024-12-15 00:00:41,000,872.9,1039.2,-17.3,1.1,67,30000,0.0,-,207,1.3,162,0.8,-10.5,-22.9
53478/右玉,小时数据,2024-12-14 23,2024-12-14 23:00:38,000,873.2,1039.8,-17.0,1.0,64,30000,0.0,-,54,1.1,51,1.0,-10.2,-22.8
