区站号,数据类型,时间,入库时间,更正标识,本站气压,海平面气压,气温,水汽压,相对湿度,1分钟平均水平能见度,降水量,小时蒸发量,2分钟平均风向,风速,10分钟平均风向,10分钟平均风速,地面温度,草面（雪面）温度
53578/朔州,小时数据,2024-12-22 07,2024-12-22 07:00:43,000,901.0,1043.4,-19.2,1.0,75,5629,0.0,-,333,1.0,325,1.0,-21.3,-24.2
53578/朔州,小时数据,2024-12-22 06,2024-12-22 06:00:41,000,901.0,1042.5,-19.1,1.1,78,4270,0.0,-,311,0.8,311,0.7,-21.1,-23.7
53578/朔州,小时数据,2024-12-22 05,2024-12-22 05:00:42,000,901.3,1042.3,-18.9,1.0,76,4099,0.0,-,343,1.2,338,1.1,-20.9,-23.4
53578/朔州,小时数据,2024-12-22 04,2024-12-22 04:00:40,000,901.9,1042.5,-18.7,1.1,75,5823,0.0,-,345,1.1,339,1.5,-20.7,-23.2
53578/朔州,小时数据,2024-12-22 03,2024-12-22 03:00:37,000,902.4,1043.0,-18.5,1.1,75,6289,0.0,-,302,1.1,280,1.4,-20.5,-23.6
53578/朔州,小时数据,2024-12-22 02,2024-12-22 02:00:38,000,902.3,1042.9,-18.0,1.1,73,5483,0.0,-,309,1.0,305,0.9,-20.1,-22.9
53578/朔州,小时数据,2024-12-22 01,2024-12-22 01:00:42,000,902.7,1043.4,-17.2,1.2,73,8070,0.0,-,348,1.5,343,1.4,-19.8,-21.9
53578/朔州,小时数据,2024-12-22 00,2024-12-22 00:01:00,000,903.1,1044.3,-17.4,1.1,71,8331,0.0,-,321,0.7,298,0.7,-19.4,-22.5
53578/朔州,小时数据,2024-12-21 23,2024-12-21 23:00:42,000,903.0,1044.5,-17.4,1.1,70,7530,0.0,-,323,0.8,318,0.9,-19.2,-21.6
53578/朔州,小时数据,2024-12-21 22,2024-12-21 22:00:43,000,902.9,1044.8,-16.9,1.1,67,9544,0.0,-,263,1.3,279,1.0,-18.6,-21.3
53578/朔州,小时数据,2024-12-21 21,2024-12-21 21:00:44,000,902.8,1045.5,-16.0,1.1,64,9378,0.0,-,324,1.0,311,0.8,-18.2,-21.0
53578/朔州,小时数据,2024-12-21 20,2024-12-21 20:00:46,000,902.8,1046.3,-14.7,1.2,59,13622,0.0,-,320,0.9,309,0.8,-17.4,-20.6
53578/朔州,小时数据,2024-12-21 19,2024-12-21 19:00:44,000,902.5,1045.2,-12.8,1.2,52,24348,0.0,-,196,0.5,141,0.5,-16.3,-19.7
53578/朔州,小时数据,2024-12-21 18,2024-12-21 18:00:40,000,902.3,1043.7,-9.8,1.2,41,14651,0.0,-,80,1.3,82,1.3,-14.5,-17.9
53578/朔州,小时数据,2024-12-21 17,2024-12-21 17:00:44,000,902.2,1042.5,-8.2,1.2,35,30000,0.0,-,121,1.5,122,1.8,-10.0,-10.9
53578/朔州,小时数据,2024-12-21 16,2024-12-21 16:00:44,000,902.6,1042.1,-6.4,1.2,32,22853,0.0,-,118,1.3,136,1.7,0.0,-4.2
53578/朔州,小时数据,2024-12-21 15,2024-12-21 15:00:46,000,902.6,1042.0,-6.4,1.2,31,20952,0.0,-,162,2.2,158,1.9,6.4,2.6
53578/朔州,小时数据,2024-12-21 14,2024-12-21 14:00:44,000,902.8,1042.4,-7.1,1.1,32,25703,0.0,-,67,1.6,103,1.6,9.0,3.9
53578/朔州,小时数据,2024-12-21 13,2024-12-21 13:00:42,000,903.1,1042.7,-7.9,1.2,36,17111,0.0,-,118,1.4,122,1.6,8.8,3.2
53578/朔州,小时数据,2024-12-21 12,2024-12-21 12:00:45,000,904.0,1044.0,-9.3,1.1,38,30000,0.0,-,170,1.4,152,1.9,6.4,1.3
53578/朔州,小时数据,2024-12-21 11,2024-12-21 11:00:37,000,904.8,1045.0,-10.4,1.2,45,26627,0.0,-,32,1.1,94,1.6,2.7,0.1
53578/朔州,小时数据,2024-12-21 10,2024-12-21 10:00:44,000,905.0,1045.8,-12.3,1.3,53,13411,0.0,-,20,1.9,12,1.3,-4.6,-3.1
53578/朔州,小时数据,2024-12-21 09,2024-12-21 09:00:42,000,904.6,1046.3,-15.8,1.2,69,9675,0.0,-,33,0.6,358,1.1,-16.6,-16.3
53578/朔州,小时数据,2024-12-21 08,2024-12-21 08:26:41,CCA,904.0,1046.5,-19.8,1.0,77,15166,0.0,-,340,0.9,325,1.0,-21.1,-24.0
53578/朔州,小时数据,2024-12-21 07,2024-12-21 07:00:41,000,903.1,1045.2,-19.3,1.0,74,10706,0.0,-,359,1.0,349,0.9,-21.3,-24.6
53578/朔州,小时数据,2024-12-21 06,2024-12-21 06:00:43,000,902.6,1044.0,-17.9,1.1,72,20017,0.0,-,288,1.0,277,1.3,-20.2,-23.3
53578/朔州,小时数据,2024-12-21 05,2024-12-21 05:00:40,000,902.0,1042.4,-15.7,1.1,60,16998,0.0,-,321,1.3,330,1.4,-18.4,-19.5
53578/朔州,小时数据,2024-12-21 04,2024-12-21 04:00:43,000,902.0,1041.6,-14.6,1.1,58,25417,0.0,-,44,2.2,52,2.3,-17.5,-16.5
53578/朔州,小时数据,2024-12-21 03,2024-12-21 03:00:37,000,901.8,1041.2,-14.4,1.1,57,30000,0.0,-,6,1.1,8,1.6,-17.4,-16.8
53578/朔州,小时数据,2024-12-21 02,2024-12-21 02:00:43,000,901.3,1040.3,-14.1,1.2,57,30000,0.0,-,52,1.4,31,1.5,-17.1,-17.8
53578/朔州,小时数据,2024-12-21 01,2024-12-21 01:00:46,000,900.5,1039.1,-13.1,1.2,54,30000,0.0,-,26,1.7,10,1.8,-16.1,-15.8
53578/朔州,小时数据,2024-12-21 00,2024-12-21 00:00:46,000,900.5,1039.1,-12.7,1.2,53,30000,0.0,-,350,1.8,318,2.2,-15.5,-15.5
53578/朔州,小时数据,2024-12-20 23,2024-12-20 23:00:41,000,900.0,1038.3,-12.0,1.3,54,30000,0.0,-,334,3.6,332,4.4,-14.0,-13.5
53578/朔州,小时数据,2024-12-20 22,2024-12-20 22:00:41,000,899.3,1038.0,-12.0,1.4,58,30000,0.0,-,340,2.4,342,2.6,-14.5,-14.1
53578/朔州,小时数据,2024-12-20 21,2024-12-20 21:00:50,000,898.7,1038.1,-11.7,1.4,58,30000,0.0,-,320,2.5,332,2.6,-14.2,-13.9
53578/朔州,小时数据,2024-12-20 20,2024-12-20 20:00:46,000,898.7,1039.0,-10.9,1.4,54,26704,0.0,-,344,2.5,346,2.3,-13.6,-13.3
53578/朔州,小时数据,2024-12-20 19,2024-12-20 19:00:43,000,898.2,1038.2,-10.3,1.4,51,30000,0.0,-,348,1.9,325,2.6,-12.9,-12.4
53578/朔州,小时数据,2024-12-20 18,2024-12-20 18:00:38,000,897.1,1036.7,-9.6,1.4,49,30000,0.0,-,297,3.1,295,3.7,-11.4,-11.2
53578/朔州,小时数据,2024-12-20 17,2024-12-20 17:00:42,000,896.3,1035.1,-8.7,1.3,42,30000,0.0,-,295,4.5,300,4.3,-9.6,-9.7
53578/朔州,小时数据,2024-12-20 16,2024-12-20 16:00:41,000,895.6,1033.7,-7.2,1.3,36,30000,0.0,-,309,5.4,308,5.1,-2.7,-5.1
53578/朔州,小时数据,2024-12-20 15,2024-12-20 15:00:42,000,894.7,1032.2,-6.5,1.3,35,30000,0.0,-,295,4.7,290,5.0,2.1,0.2
53578/朔州,小时数据,2024-12-20 14,2024-12-20 14:00:41,000,894.1,1030.7,-6.0,1.5,38,30000,0.0,-,316,4.6,290,4.7,4.6,1.9
53578/朔州,小时数据,2024-12-20 13,2024-12-20 13:00:39,000,894.1,1030.0,-5.9,1.3,34,30000,0.0,-,302,4.7,301,4.9,5.3,2.5
53578/朔州,小时数据,2024-12-20 12,2024-12-20 12:00:39,000,894.4,1030.0,-6.1,1.4,35,30000,0.0,-,312,4.3,293,5.0,4.2,2.3
53578/朔州,小时数据,2024-12-20 11,2024-12-20 11:00:38,000,894.5,1029.9,-6.1,1.7,44,15753,0.0,-,258,4.1,257,4.7,2.3,2.2
53578/朔州,小时数据,2024-12-20 10,2024-12-20 10:00:42,000,894.7,1030.5,-8.1,1.9,57,14337,0.0,-,303,3.5,307,3.1,-4.7,-3.1
53578/朔州,小时数据,2024-12-20 09,2024-12-20 09:00:42,000,894.2,1030.9,-11.2,2.1,80,8909,0.0,-,23,0.8,357,1.0,-12.9,-13.0
53578/朔州,小时数据,2024-12-20 08,2024-12-20 08:35:14,CCA,893.4,1030.8,-15.1,1.5,80,7766,0.0,-,304,1.0,277,0.6,-17.5,-20.5
53578/朔州,小时数据,2024-12-20 07,2024-12-20 07:00:42,000,893.0,1030.3,-14.9,1.6,82,9233,0.0,-,233,1.1,248,1.2,-17.4,-20.4
53578/朔州,小时数据,2024-12-20 06,2024-12-20 06:00:44,000,892.6,1029.5,-14.6,1.6,81,7738,0.0,-,276,1.1,290,0.9,-17.1,-19.8
53578/朔州,小时数据,2024-12-20 05,2024-12-20 05:00:43,000,892.3,1028.6,-13.3,1.8,80,7751,0.0,-,332,1.1,287,1.3,-16.3,-19.0
53578/朔州,小时数据,2024-12-20 04,2024-12-20 04:00:41,000,892.5,1028.5,-12.7,1.9,81,9051,0.0,-,294,0.7,330,1.0,-16.0,-18.3
53578/朔州,小时数据,2024-12-20 03,2024-12-20 03:00:44,000,892.6,1028.5,-11.6,1.9,77,10648,0.0,-,282,1.1,257,1.2,-15.1,-18.0
53578/朔州,小时数据,2024-12-20 02,2024-12-20 02:00:43,000,892.5,1028.0,-9.1,2.1,68,12724,0.0,-,294,1.4,268,1.3,-13.9,-16.3
53578/朔州,小时数据,2024-12-20 01,2024-12-20 01:00:46,000,892.4,1027.8,-6.9,2.2,61,15945,0.0,-,326,0.9,301,1.1,-11.8,-14.3
53578/朔州,小时数据,2024-12-20 00,2024-12-20 00:00:55,000,892.6,1027.8,-5.3,2.3,56,14542,0.0,-,287,1.4,280,1.5,-8.6,-8.5
53578/朔州,小时数据,2024-12-19 23,2024-12-19 23:00:42,000,892.8,1028.2,-4.5,3.0,68,3633,0.0,-,293,2.0,301,1.9,-5.5,-5.1
53578/朔州,小时数据,2024-12-19 22,2024-12-19 22:00:45,000,892.8,1028.5,-4.0,2.9,64,10799,0.0,-,323,1.4,300,1.6,-5.9,-5.4
53578/朔州,小时数据,2024-12-19 21,2024-12-19 21:00:47,000,892.7,1028.8,-4.3,3.2,71,8409,0.0,-,355,1.2,331,1.1,-5.6,-6.1
53578/朔州,小时数据,2024-12-19 20,2024-12-19 20:00:42,000,892.7,1028.9,-3.6,3.0,63,9747,0.0,-,359,1.0,347,1.1,-4.8,-4.4
53578/朔州,小时数据,2024-12-19 19,2024-12-19 19:00:42,000,892.3,1028.5,-3.4,2.7,57,11671,0.0,-,276,1.8,274,1.4,-5.3,-4.6
53578/朔州,小时数据,2024-12-19 18,2024-12-19 18:00:42,000,891.7,1027.7,-2.7,2.7,53,13893,0.0,-,235,1.0,241,1.2,-6.3,-7.7
53578/朔州,小时数据,2024-12-19 17,2024-12-19 17:00:43,000,891.4,1027.4,-1.9,2.6,49,16453,0.0,-,256,3.0,250,2.6,-3.5,-2.9
53578/朔州,小时数据,2024-12-19 16,2024-12-19 16:00:44,000,891.2,1027.1,-1.1,2.8,50,16754,0.0,-,233,4.7,234,4.2,0.2,-0.1
53578/朔州,小时数据,2024-12-19 15,2024-12-19 15:00:38,000,891.3,1027.6,-1.9,1.8,33,17377,0.0,-,129,1.0,141,1.1,5.8,4.1
53578/朔州,小时数据,2024-12-19 14,2024-12-19 14:00:42,000,891.9,1029.0,-3.1,1.6,32,21130,0.0,-,194,0.6,168,0.7,8.0,4.6
53578/朔州,小时数据,2024-12-19 13,2024-12-19 13:00:46,000,893.3,1031.0,-4.7,1.6,38,12227,0.0,-,35,0.7,60,1.0,5.0,1.4
53578/朔州,小时数据,2024-12-19 12,2024-12-19 12:00:43,000,894.7,1032.8,-5.5,1.7,41,10776,0.0,-,73,1.6,98,1.4,2.7,1.0
53578/朔州,小时数据,2024-12-19 11,2024-12-19 11:00:43,000,896.1,1034.7,-7.1,1.6,45,15421,0.0,-,186,0.7,201,0.7,-3.1,-4.2
53578/朔州,小时数据,2024-12-19 10,2024-12-19 10:00:38,000,896.7,1035.7,-8.5,1.7,52,11370,0.0,-,307,1.0,305,0.8,-4.6,-5.0
53578/朔州,小时数据,2024-12-19 09,2024-12-19 09:00:45,000,897.1,1036.5,-9.9,1.7,60,12531,0.0,-,261,1.0,231,0.4,-8.7,-8.7
53578/朔州,小时数据,2024-12-19 08,2024-12-19 08:09:44,CCA,897.1,1036.4,-11.0,1.7,63,10425,0.0,-,61,0.8,96,0.7,-12.1,-13.1
53578/朔州,小时数据,2024-12-19 07,2024-12-19 07:00:43,000,897.3,1036.2,-11.5,1.7,67,10586,0.0,-,102,1.0,29,0.7,-11.8,-12.5
53578/朔州,小时数据,2024-12-19 06,2024-12-19 06:00:42,000,897.6,1035.8,-11.7,1.6,65,10653,0.0,-,18,1.0,5,0.8,-12.3,-13.5
53578/朔州,小时数据,2024-12-19 05,2024-12-19 05:00:38,000,898.7,1037.1,-12.7,1.5,67,15612,0.0,-,359,0.9,318,0.9,-13.1,-14.4
53578/朔州,小时数据,2024-12-19 04,2024-12-19 04:00:41,000,899.5,1037.9,-13.2,1.5,68,13569,0.0,-,332,1.1,326,0.9,-14.3,-15.6
53578/朔州,小时数据,2024-12-19 03,2024-12-19 03:00:43,000,900.3,1038.8,-13.9,1.4,69,12704,0.0,-,352,1.2,330,1.1,-15.2,-17.0
53578/朔州,小时数据,2024-12-19 02,2024-12-19 02:00:40,000,900.6,1039.7,-15.3,1.4,74,12264,0.0,-,343,1.0,312,0.9,-16.3,-18.7
53578/朔州,小时数据,2024-12-19 01,2024-12-19 01:00:42,000,901.2,1040.3,-15.1,1.4,72,11268,0.0,-,300,0.8,308,0.9,-16.4,-18.8
53578/朔州,小时数据,2024-12-19 00,2024-12-19 00:00:53,000,901.7,1041.3,-14.8,1.4,72,8800,0.0,-,358,1.1,354,1.1,-16.5,-19.4
53578/朔州,小时数据,2024-12-18 23,2024-12-18 23:00:44,000,902.3,1042.2,-14.4,1.4,70,6732,0.0,-,336,0.8,307,0.9,-15.5,-17.9
53578/朔州,小时数据,2024-12-18 22,2024-12-18 22:00:43,000,902.4,1042.6,-14.0,1.4,66,8178,0.0,-,274,0.8,257,0.8,-14.6,-17.0
53578/朔州,小时数据,2024-12-18 21,2024-12-18 21:00:44,000,902.6,1044.1,-13.6,1.4,64,7518,0.0,-,270,0.8,264,0.9,-14.8,-17.6
53578/朔州,小时数据,2024-12-18 20,2024-12-18 20:00:44,000,903.0,1045.1,-12.4,1.4,59,12908,0.0,-,343,1.0,326,0.8,-15.2,-18.4
53578/朔州,小时数据,2024-12-18 19,2024-12-18 19:00:42,000,903.1,1044.3,-10.1,1.4,51,20605,0.0,-,PPC,0.0,224,0.4,-13.9,-16.8
53578/朔州,小时数据,2024-12-18 18,2024-12-18 18:00:44,000,903.0,1043.5,-7.5,1.4,40,30000,0.0,-,137,0.7,137,0.9,-11.6,-12.8
53578/朔州,小时数据,2024-12-18 17,2024-12-18 17:00:40,000,902.9,1042.9,-6.5,1.4,37,28094,0.0,-,118,1.4,123,1.3,-8.2,-9.2
53578/朔州,小时数据,2024-12-18 16,2024-12-18 16:00:43,000,902.7,1042.2,-5.4,1.5,36,29917,0.0,-,146,1.6,128,1.7,-2.3,-4.0
53578/朔州,小时数据,2024-12-18 15,2024-12-18 15:00:37,000,903.0,1042.1,-4.8,1.5,35,27220,0.0,-,101,1.2,92,1.5,2.1,-0.8
53578/朔州,小时数据,2024-12-18 14,2024-12-18 14:00:43,000,903.5,1042.4,-5.4,1.4,34,21902,0.0,-,50,1.2,44,1.6,4.4,0.8
53578/朔州,小时数据,2024-12-18 13,2024-12-18 13:00:37,000,903.9,1042.7,-5.1,1.5,37,30000,0.0,-,96,2.7,100,1.6,10.1,3.7
53578/朔州,小时数据,2024-12-18 12,2024-12-18 12:00:43,000,905.5,1044.4,-7.2,1.6,46,17786,0.0,-,248,2.9,257,2.1,5.4,2.8
53578/朔州,小时数据,2024-12-18 11,2024-12-18 11:00:41,000,905.9,1045.1,-8.2,1.6,49,17909,0.0,-,183,1.1,207,1.4,4.2,2.4
53578/朔州,小时数据,2024-12-18 10,2024-12-18 10:00:41,000,906.1,1045.6,-9.7,1.8,62,25295,0.0,-,46,1.2,346,0.9,-1.8,0.6
53578/朔州,小时数据,2024-12-18 09,2024-12-18 09:00:41,000,905.6,1045.7,-14.3,1.6,80,7295,0.0,-,357,0.8,325,0.9,-15.4,-16.1
53578/朔州,小时数据,2024-12-18 08,2024-12-18 08:38:39,CCA,905.7,1046.6,-17.3,1.2,79,11613,0.0,-,300,0.9,266,0.7,-19.1,-21.9
53578/朔州,小时数据,2024-12-18 07,2024-12-18 07:00:37,000,905.0,1045.0,-16.6,1.4,83,13531,0.0,-,358,2.1,360,1.9,-19.5,-21.7
53578/朔州,小时数据,2024-12-18 06,2024-12-18 06:00:37,000,904.8,1044.4,-16.9,1.3,77,15827,0.0,-,311,1.1,312,0.9,-19.4,-23.1
53578/朔州,小时数据,2024-12-18 05,2024-12-18 05:00:38,000,905.0,1044.3,-16.0,1.4,80,16160,0.0,-,318,0.6,309,0.8,-18.8,-22.6
53578/朔州,小时数据,2024-12-18 04,2024-12-18 04:00:38,000,905.2,1044.2,-15.7,1.4,80,15728,0.0,-,206,0.7,246,0.9,-18.2,-21.5
53578/朔州,小时数据,2024-12-18 03,2024-12-18 03:00:42,000,905.0,1043.6,-14.6,1.5,76,19889,0.0,-,275,1.3,235,0.9,-17.6,-20.3
53578/朔州,小时数据,2024-12-18 02,2024-12-18 02:00:45,000,904.6,1042.2,-13.0,1.7,74,20009,0.0,-,279,1.2,266,1.1,-16.8,-20.4
53578/朔州,小时数据,2024-12-18 01,2024-12-18 01:00:40,000,903.9,1041.4,-12.6,1.8,76,21656,0.0,-,23,0.9,8,1.1,-16.1,-19.6
53578/朔州,小时数据,2024-12-18 00,2024-12-18 00:00:49,000,903.6,1040.7,-10.1,1.8,65,27328,0.0,-,284,0.9,264,1.1,-14.9,-17.5
53578/朔州,小时数据,2024-12-17 23,2024-12-17 23:00:41,000,903.2,1040.7,-10.0,1.9,67,16774,0.0,-,234,2.9,241,1.7,-13.7,-15.6
53578/朔州,小时数据,2024-12-17 22,2024-12-17 22:00:44,000,902.5,1040.4,-9.5,1.8,62,17065,0.0,-,100,0.8,161,0.7,-13.7,-16.6
53578/朔州,小时数据,2024-12-17 21,2024-12-17 21:00:42,000,901.8,1040.2,-7.1,1.9,52,22386,0.0,-,20,1.3,11,1.4,-12.6,-14.9
53578/朔州,小时数据,2024-12-17 20,2024-12-17 20:00:49,000,901.4,1040.9,-6.8,1.9,52,12941,0.0,-,8,1.0,358,1.2,-12.3,-15.0
53578/朔州,小时数据,2024-12-17 19,2024-12-17 19:00:43,000,901.0,1039.8,-4.7,2.0,46,14246,0.0,-,296,1.4,293,1.4,-9.9,-12.7
53578/朔州,小时数据,2024-12-17 18,2024-12-17 18:00:43,000,900.7,1039.0,-3.3,2.0,41,22766,0.0,-,234,0.4,224,0.6,-5.1,-6.3
53578/朔州,小时数据,2024-12-17 17,2024-12-17 17:00:40,000,900.2,1038.2,-2.8,2.0,40,20729,0.0,-,96,1.2,99,1.4,-3.3,-3.7
53578/朔州,小时数据,2024-12-17 16,2024-12-17 16:00:45,000,899.7,1037.3,-2.1,1.9,37,20362,0.0,-,109,1.5,97,2.1,-0.5,-1.4
53578/朔州,小时数据,2024-12-17 15,2024-12-17 15:00:39,000,899.4,1036.8,-1.7,1.8,33,18980,0.0,-,89,2.3,85,2.4,2.6,1.1
53578/朔州,小时数据,2024-12-17 14,2024-12-17 14:00:48,000,899.1,1035.8,-0.1,1.8,29,17827,0.0,-,107,2.4,106,2.0,10.0,6.2
53578/朔州,小时数据,2024-12-17 13,2024-12-17 13:00:44,000,899.3,1035.8,-0.5,1.6,28,23605,0.0,-,136,1.3,129,1.4,11.9,7.5
53578/朔州,小时数据,2024-12-17 12,2024-12-17 12:00:45,000,899.8,1036.7,-1.7,1.6,30,11129,0.0,-,144,1.2,136,1.6,7.0,4.2
53578/朔州,小时数据,2024-12-17 11,2024-12-17 11:00:42,000,900.3,1037.4,-3.3,1.6,33,8167,0.0,-,236,0.7,278,0.9,6.8,5.3
53578/朔州,小时数据,2024-12-17 10,2024-12-17 10:00:38,000,900.5,1037.8,-5.8,1.7,42,9207,0.0,-,247,1.5,226,1.3,-0.2,2.8
53578/朔州,小时数据,2024-12-17 09,2024-12-17 09:00:41,000,900.1,1038.1,-10.3,2.0,72,11659,0.0,-,121,0.9,210,0.4,-13.2,-13.7
53578/朔州,小时数据,2024-12-17 08,2024-12-17 08:07:06,CCA,899.2,1038.0,-14.8,1.5,75,14457,0.0,-,PPC,0.2,103,0.4,-17.1,-19.7
53578/朔州,小时数据,2024-12-17 07,2024-12-17 07:00:41,000,898.5,1036.9,-14.6,1.5,74,15276,0.0,-,311,0.6,309,0.7,-17.4,-20.4
53578/朔州,小时数据,2024-12-17 06,2024-12-17 06:00:40,000,897.8,1035.8,-14.3,1.5,73,19014,0.0,-,238,1.0,240,1.0,-17.1,-20.3
53578/朔州,小时数据,2024-12-17 05,2024-12-17 05:00:40,000,897.4,1034.4,-14.1,1.5,72,22235,0.0,-,286,0.8,283,1.0,-16.8,-19.5
53578/朔州,小时数据,2024-12-17 04,2024-12-17 04:00:42,000,897.0,1032.9,-13.6,1.5,71,17734,0.0,-,283,0.7,286,0.9,-16.5,-19.1
53578/朔州,小时数据,2024-12-17 03,2024-12-17 03:00:43,000,896.8,1032.6,-13.4,1.5,67,17073,0.0,-,307,0.7,315,0.7,-16.0,-18.6
53578/朔州,小时数据,2024-12-17 02,2024-12-17 02:00:45,000,896.5,1032.2,-12.7,1.5,64,17077,0.0,-,274,0.8,312,0.8,-15.5,-17.8
53578/朔州,小时数据,2024-12-17 01,2024-12-17 01:00:38,000,896.4,1032.0,-11.6,1.5,60,14157,0.0,-,248,1.3,248,1.5,-15.0,-17.9
53578/朔州,小时数据,2024-12-17 00,2024-12-17 00:01:01,000,896.3,1032.3,-11.4,1.5,58,16457,0.0,-,297,0.9,333,1.0,-14.1,-16.0
53578/朔州,小时数据,2024-12-16 23,2024-12-16 23:00:43,000,896.1,1032.4,-10.3,1.6,57,16656,0.0,-,289,0.7,265,0.6,-13.9,-16.6
53578/朔州,小时数据,2024-12-16 22,2024-12-16 22:00:43,000,895.4,1031.9,-8.5,1.5,46,17193,0.0,-,272,1.4,286,1.2,-12.4,-15.4
53578/朔州,小时数据,2024-12-16 21,2024-12-16 21:00:39,000,895.0,1032.3,-6.7,1.6,42,16027,0.0,-,240,1.2,266,0.9,-11.3,-14.3
53578/朔州,小时数据,2024-12-16 20,2024-12-16 20:00:44,000,894.3,1032.7,-5.6,1.4,36,13857,0.0,-,333,1.4,335,1.6,-10.3,-9.9
53578/朔州,小时数据,2024-12-16 19,2024-12-16 19:00:39,000,893.7,1031.7,-4.6,1.4,32,15352,0.0,-,280,1.1,291,1.3,-9.6,-10.4
53578/朔州,小时数据,2024-12-16 18,2024-12-16 18:00:44,000,893.2,1030.7,-3.8,1.5,33,18000,0.0,-,313,1.1,281,1.1,-9.0,-13.3
53578/朔州,小时数据,2024-12-16 17,2024-12-16 17:00:44,000,892.8,1029.4,-0.7,1.4,24,30000,0.0,-,286,0.9,304,0.9,-6.0,-9.3
53578/朔州,小时数据,2024-12-16 16,2024-12-16 16:00:42,000,892.6,1028.2,2.5,1.2,16,24727,0.0,-,268,0.5,38,0.8,4.5,5.9
53578/朔州,小时数据,2024-12-16 15,2024-12-16 15:00:42,000,892.5,1028.0,2.7,1.1,15,30000,0.0,-,229,1.3,214,1.6,11.5,11.6
53578/朔州,小时数据,2024-12-16 14,2024-12-16 14:00:44,000,892.6,1028.0,2.2,1.1,16,16197,0.0,-,157,1.5,181,1.3,13.9,10.7
53578/朔州,小时数据,2024-12-16 13,2024-12-16 13:00:44,000,893.1,1028.7,1.2,1.2,18,19160,0.0,-,140,1.1,157,1.6,13.9,10.3
53578/朔州,小时数据,2024-12-16 12,2024-12-16 12:00:40,000,894.0,1030.1,-0.4,1.2,21,24767,0.0,-,81,1.3,354,1.0,11.9,10.1
53578/朔州,小时数据,2024-12-16 11,2024-12-16 11:00:44,000,894.4,1030.8,-2.7,1.3,26,18670,0.0,-,317,1.3,6,1.0,7.5,8.7
53578/朔州,小时数据,2024-12-16 10,2024-12-16 10:00:43,000,894.8,1031.5,-5.8,1.5,38,10516,0.0,-,300,1.1,290,1.1,0.4,4.4
53578/朔州,小时数据,2024-12-16 09,2024-12-16 09:00:41,000,894.5,1031.5,-10.6,1.6,58,9779,0.0,-,337,0.9,346,1.0,-13.4,-12.9
53578/朔州,小时数据,2024-12-16 08,2024-12-16 08:02:20,CCA,894.2,1032.7,-15.9,1.3,74,11242,0.0,-,343,1.1,315,1.0,-17.2,-19.3
53578/朔州,小时数据,2024-12-16 07,2024-12-16 07:00:43,000,894.0,1032.1,-15.9,1.3,73,12849,0.0,-,292,0.9,289,1.1,-17.7,-20.6
53578/朔州,小时数据,2024-12-16 06,2024-12-16 06:00:40,000,893.6,1031.1,-15.4,1.3,71,15793,0.0,-,358,1.8,331,1.0,-17.4,-20.3
53578/朔州,小时数据,2024-12-16 05,2024-12-16 05:00:45,000,893.8,1030.7,-15.2,1.4,72,15875,0.0,-,356,1.1,312,1.1,-17.3,-20.2
53578/朔州,小时数据,2024-12-16 04,2024-12-16 04:00:44,000,894.1,1030.2,-15.0,1.3,68,15389,0.0,-,241,1.2,276,0.9,-16.7,-19.1
53578/朔州,小时数据,2024-12-16 03,2024-12-16 03:00:38,000,894.7,1030.9,-14.8,1.3,69,16290,0.0,-,227,0.7,257,1.0,-16.6,-19.5
53578/朔州,小时数据,2024-12-16 02,2024-12-16 02:00:37,000,894.6,1030.7,-13.7,1.3,63,15861,0.0,-,341,1.6,345,1.5,-16.0,-17.9
53578/朔州,小时数据,2024-12-16 01,2024-12-16 01:00:46,000,894.8,1031.1,-13.2,1.4,61,13770,0.0,-,271,0.7,273,0.8,-15.8,-18.0
53578/朔州,小时数据,2024-12-16 00,2024-12-16 00:00:47,000,895.3,1032.0,-12.9,1.3,59,15781,0.0,-,306,0.7,290,0.9,-15.4,-17.7
53578/朔州,小时数据,2024-12-15 23,2024-12-15 23:00:43,000,895.6,1032.3,-11.5,1.3,53,14741,0.0,-,252,1.1,228,0.6,-14.8,-18.2
53578/朔州,小时数据,2024-12-15 22,2024-12-15 22:00:43,000,895.9,1032.8,-9.6,1.2,42,18190,0.0,-,262,1.7,267,1.5,-13.3,-16.0
53578/朔州,小时数据,2024-12-15 21,2024-12-15 21:00:44,000,896.0,1033.7,-5.9,1.2,31,19465,0.0,-,12,1.6,18,1.8,-11.2,-9.6
53578/朔州,小时数据,2024-12-15 20,2024-12-15 20:00:42,000,896.1,1035.2,-6.2,1.2,30,9451,0.0,-,74,1.0,84,1.2,-12.9,-16.5
53578/朔州,小时数据,2024-12-15 19,2024-12-15 19:00:46,000,896.3,1035.0,-5.0,1.1,25,27878,0.0,-,59,0.9,63,1.1,-11.5,-14.4
53578/朔州,小时数据,2024-12-15 18,2024-12-15 18:00:42,000,896.0,1034.2,-3.4,1.0,20,29301,0.0,-,317,1.8,288,1.6,-7.5,-7.0
53578/朔州,小时数据,2024-12-15 17,2024-12-15 17:00:44,000,895.7,1033.0,-1.3,0.9,17,29451,0.0,-,340,1.9,334,2.2,-5.2,-5.6
53578/朔州,小时数据,2024-12-15 16,2024-12-15 16:00:45,000,895.7,1032.2,1.5,1.1,16,30000,0.0,-,265,1.8,243,1.3,3.8,4.9
